attack_ratio_pct,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std,day_recall_mean,day_recall_std,day_fpr_mean,day_fpr_std
5,0.8889196927736481,0.07528212341784707,0.7512903901067551,0.022107000257493306,0.8135791547891713,0.04233315141382522,0.004821314883247806,0.0031232536087750125,0.7788153402972063,0.06355836802322527,0.11711965666131088,0.026544953722904788
8,0.905973949856023,0.057749048535464496,0.9024183781159176,0.033765930471643,0.9029302693800217,0.028680899061245987,0.0048342347627789405,0.002901997627327873,0.876531551959392,0.07902575458609383,0.11985287115923127,0.02410824980966918
10,0.9089598947231325,0.052380371620718666,0.9373244991459739,0.033903832950952596,0.921551983088492,0.019215662677351496,0.004860155787006025,0.0027756685634414183,0.9091914712730294,0.06965584103191978,0.11985287115923127,0.02410824980966918
