attack_ratio_pct,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std,day_recall_mean,day_recall_std,day_fpr_mean,day_fpr_std
5,0.7226684511430941,0.12920774112571048,0.7914811890075514,0.03138404189518561,0.7492594076129024,0.06044834918615405,0.016920727479635,0.011056573648646439,0.7903561050311929,0.06364461633179036,0.26709919988999775,0.0996839674445528
8,0.7435930548234574,0.1235890505522995,0.8896198325636329,0.02588295043730163,0.8046391786805218,0.06584823723993675,0.016947736419066196,0.011062627280557034,0.8692652975397575,0.03983822058945654,0.266043530673156,0.10085064935031059
10,0.7475967565508199,0.12185760125340771,0.9124838159092754,0.02075566210932453,0.8166740124118923,0.06661831438287764,0.01697190580728945,0.010998394135944839,0.8914597844118475,0.03691704020625647,0.26478357963125365,0.1009873493858062
